student_id,student_level,international_status,program_category,semester_stage,semester,program_total_credits,credits,part_time_enrollment,scholarships,financial_aid,area_of_interest,research,academic_advisor,date_of_birth,age,SSN,nationality,place_of_birth,on_campus_work
SSCD_641,Graduate,International,Data Science,Spring,3,36,9,No,General,Not Eligible,MLOps,Dr. Grace Kim,Dr. Priyanka Shah,1998-08-16,27,,French,Paris,Yes
SSCD_647,Undergraduate,Domestic,Data Science,Fall,1,120,12,,"Alumni, In-State, General","Institutional Grant, Pell Grant, In-State Grant","Big Data Analytics, Statistical Learning, Financial Analytics","Dr. Jacob Stein, Dr. Benjamin Ortiz, Dr. Omar Hassan",Jordan Nguyen,2004-02-23,21,419-83-7149,American,Texas,Yes
SSCD_584,Graduate,Domestic,Data Science,Fall,1,36,9,,"In-State, General",Direct Subsidized Loan,Big Data Analytics,Dr. Jacob Stein,Dr. Priyanka Shah,2003-04-11,22,860-80-3546,American,Texas,Yes
SSCD_574,Undergraduate,International,Engineering,Fall,4,120,12,No,General,Not Eligible,Renewable Energy,Dr. Hannah Fischer,Taylor Johnson,2005-07-29,20,,Indian,Bangalore,Yes
SSCD_057,Graduate,International,Computer Science,Spring,2,33,9,No,"Athlete, Merit, General",Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Daniel Cho,1996-08-14,29,700-37-4817,Indian,Hyderabad,Yes
SSCD_834,Undergraduate,Domestic,Business,Fall,8,120,9,,"Athlete, In-State, General",Institutional Grant,Corporate Strategy,Dr. Samuel Reed,Morgan Ellis,2007-12-13,18,,American,Texas,No
SSCD_869,Graduate,International,Computer Science,Fall,4,33,9,No,General,Not Eligible,Human-Computer Interaction,Dr. Priya Nandakumar,Dr. Nisha Verma,1997-04-18,28,370-78-3024,Brazilian,Rio de Janeiro,Yes
SSCD_489,Graduate,International,Computer Science,Fall,2,33,9,No,"Merit, General",Not Eligible,"Machine Learning, Cybersecurity","Dr. Ethan Park, Dr. Sofia Alvarez",Dr. Nisha Verma,2003-09-18,22,972-96-9742,Indian,Hyderabad,Yes
SSCD_462,Undergraduate,Domestic,Data Science,Fall,4,120,9,,General,,"Predictive Modeling, Big Data Analytics, Financial Analytics","Dr. Aisha Rahman, Dr. Jacob Stein, Dr. Omar Hassan",Samantha Reed,2004-01-30,21,522-13-3938,American,California,Yes
SSCD_380,Graduate,International,Computer Science,Spring,3,33,9,No,"Alumni, Athlete, General",Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Daniel Cho,2002-01-17,23,459-10-3972,Indian,Mumbai,Yes
SSCD_989,Undergraduate,International,Data Science,Fall,8,120,15,No,"Merit, General",Not Eligible,"Healthcare Analytics, Statistical Learning, Big Data Analytics","Dr. Elena Petrova, Dr. Benjamin Ortiz, Dr. Jacob Stein",Samantha Reed,2004-04-16,21,529-85-3531,Indian,Hyderabad,Yes
SSCD_847,Undergraduate,International,Business,Spring,1,120,12,No,General,Not Eligible,FinTech,Dr. Natalie Cooper,Chris Dawson,2007-07-05,18,,Indian,Hyderabad,No
SSCD_040,Graduate,Domestic,Business,Fall,3,33,9,,"In-State, General",In-State Grant,"Marketing Analytics, Financial Risk","Dr. Andrew Patel, Dr. Chloe Martin",Dr. Vanessa Cole,1997-09-15,28,546-85-5397,American,Texas,Yes
SSCD_095,Undergraduate,Domestic,Arts,Fall,1,120,9,,"Veteran, In-State, General","Institutional Grant, In-State Grant","Art Therapy, Visual Design, Film Studies",Dr. Leila Haddad,Jamie Kim,2006-04-12,19,,American,Texas,No
SSCD_004,Undergraduate,International,Engineering,Fall,7,120,12,No,General,Not Eligible,"Robotics, Smart Infrastructure, IoT Systems","Dr. Rohan Mehta, Dr. Daniel Brooks, Dr. Keira Johnson",Taylor Johnson,2008-11-26,17,,Indian,Delhi,No
SSCD_281,Undergraduate,Domestic,Engineering,Fall,8,120,6,,General,,Biomedical Engineering,Dr. Fatima Ali,Taylor Johnson,2004-01-11,21,550-19-5681,American,Washington,Yes
SSCD_171,Undergraduate,Domestic,Business,Fall,6,120,9,,General,,"Corporate Strategy, Financial Risk, Supply Chain","Dr. Samuel Reed, Dr. Chloe Martin, Dr. Victor Nguyen",Chris Dawson,2007-06-15,18,,American,New York,No
SSCD_781,Undergraduate,Domestic,Data Science,Spring,1,120,9,,General,,Financial Analytics,Dr. Omar Hassan,Jordan Nguyen,2006-12-12,19,324-32-9486,American,Ohio,Yes
SSCD_286,Graduate,International,Computer Science,Fall,4,33,6,Yes,General,Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Nisha Verma,1996-07-05,29,411-73-2902,Indian,Delhi,Yes
SSCD_435,Undergraduate,Domestic,Business,Fall,5,120,15,,General,,"Financial Risk, Entrepreneurship","Dr. Chloe Martin, Dr. Isabella Rossi",Morgan Ellis,2006-02-08,19,787-93-7118,American,Washington,Yes
SSCD_261,Undergraduate,Domestic,Engineering,Spring,3,120,12,,"Athlete, In-State, General","Direct Unsubsidized Loan, In-State Grant",Robotics,Dr. Rohan Mehta,Casey Alvarez,2008-07-03,17,,American,Texas,No
SSCD_020,Graduate,International,Computer Science,Fall,4,33,6,Yes,General,Not Eligible,Cloud Computing,Dr. Liam Chen,Dr. Nisha Verma,2001-04-18,24,,Chinese,Beijing,Yes
SSCD_033,Undergraduate,International,Business,Fall,8,120,12,No,General,Not Eligible,Corporate Strategy,Dr. Samuel Reed,Morgan Ellis,2005-11-25,20,,Mexican,Guadalajara,Yes
SSCD_940,Undergraduate,International,Arts,Spring,5,120,18,No,General,Not Eligible,"Visual Design, Creative Writing",Dr. Marcus Thompson,Jamie Kim,2008-06-22,17,,Chinese,Beijing,No
SSCD_313,Undergraduate,Domestic,Engineering,Fall,3,120,12,,"In-State, General",,"Biomedical Engineering, Smart Infrastructure","Dr. Fatima Ali, Dr. Daniel Brooks",Casey Alvarez,2007-02-18,18,,American,Texas,No
SSCD_750,Undergraduate,Domestic,Business,Fall,6,120,9,,"Veteran, Athlete, Alumni, In-State, General","Work Study, State Grant","Supply Chain, Corporate Strategy","Dr. Victor Nguyen, Dr. Samuel Reed",Chris Dawson,2005-10-18,20,588-10-6763,American,Texas,Yes
SSCD_379,Undergraduate,Domestic,Business,Fall,6,120,9,,General,,"Entrepreneurship, Financial Risk","Dr. Isabella Rossi, Dr. Chloe Martin",Chris Dawson,2004-01-19,21,785-50-4910,American,Ohio,Yes
SSCD_480,Undergraduate,Domestic,Business,Fall,6,120,9,,"Merit, Veteran, In-State, General","Pell Grant, Institutional Grant, Direct Unsubsidized Loan",Corporate Strategy,Dr. Samuel Reed,Morgan Ellis,2007-09-16,18,,American,Texas,No
SSCD_878,Undergraduate,Domestic,Engineering,Spring,8,120,9,,"In-State, General",In-State Grant,Biomedical Engineering,Dr. Fatima Ali,Taylor Johnson,2006-09-05,19,444-13-9098,American,Texas,Yes
SSCD_288,Undergraduate,Domestic,General,Fall,1,120,9,,General,,"Community Development, Education Systems",,Quinn Harper,2006-08-09,19,378-74-9847,American,Colorado,Yes
SSCD_466,Graduate,International,Computer Science,Fall,1,33,9,No,General,Not Eligible,Cybersecurity,Dr. Sofia Alvarez,Dr. Daniel Cho,2003-04-07,22,129-33-5477,Indian,Hyderabad,Yes
SSCD_758,Undergraduate,Domestic,Arts,Spring,1,120,9,,General,,"Visual Design, Digital Media",Dr. Yuna Sato,Avery Thompson,2004-04-06,21,119-79-1853,American,Ohio,Yes
SSCD_804,Graduate,Domestic,Business,Spring,2,33,9,,General,,"Marketing Analytics, FinTech, Corporate Strategy","Dr. Andrew Patel, Dr. Natalie Cooper, Dr. Samuel Reed",Dr. Rakesh Iyer,1998-05-03,27,,American,Ohio,No
SSCD_832,Undergraduate,International,Engineering,Fall,6,120,18,No,General,Not Eligible,IoT Systems,Dr. Keira Johnson,Taylor Johnson,2008-07-20,17,,Canadian,Montreal,No
SSCD_636,Graduate,International,Computer Science,Fall,2,33,9,No,General,Not Eligible,"Machine Learning, Cybersecurity","Dr. Ethan Park, Dr. Sofia Alvarez",Dr. Daniel Cho,2002-05-01,23,,Indian,Hyderabad,Yes
SSCD_559,Graduate,International,Data Science,Fall,1,36,9,No,"Athlete, General",Not Eligible,Healthcare Analytics,Dr. Elena Petrova,Dr. Priyanka Shah,1999-03-24,26,523-53-8430,Indian,Bangalore,Yes
SSCD_890,Undergraduate,International,Engineering,Spring,4,120,15,No,General,Not Eligible,Embedded Systems,Dr. Miguel Santos,Casey Alvarez,2004-08-11,21,997-56-9697,Chinese,Beijing,Yes
SSCD_417,Graduate,International,Data Science,Fall,3,36,9,No,General,Not Eligible,"Healthcare Analytics, Big Data Analytics","Dr. Elena Petrova, Dr. Jacob Stein",Dr. Priyanka Shah,1999-09-14,26,,French,Lyon,No
SSCD_289,Undergraduate,Domestic,Arts,Spring,4,120,12,,"In-State, General","Pell Grant, Institutional Grant",Art Therapy,,Avery Thompson,2005-12-29,20,533-62-8651,American,Texas,Yes
SSCD_233,Undergraduate,Domestic,Data Science,Fall,8,120,9,,"In-State, General",,Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2008-07-16,17,,American,Texas,No
SSCD_311,Undergraduate,Domestic,Data Science,Spring,3,120,12,,"In-State, General",In-State Grant,"Predictive Modeling, Big Data Analytics, Financial Analytics","Dr. Aisha Rahman, Dr. Jacob Stein, Dr. Omar Hassan",Jordan Nguyen,2006-07-02,19,338-74-1434,American,Texas,Yes
SSCD_074,Undergraduate,Domestic,Data Science,Spring,6,120,9,,"In-State, General",,"Financial Analytics, Healthcare Analytics","Dr. Omar Hassan, Dr. Elena Petrova",Jordan Nguyen,2006-02-11,19,386-86-5526,American,Texas,Yes
SSCD_266,Undergraduate,International,General,Spring,8,120,12,No,General,Not Eligible,Environmental Studies,,Riley Bennett,2007-04-12,18,,Indian,Hyderabad,No
SSCD_659,Graduate,International,Business,Spring,3,33,9,No,General,Not Eligible,"Entrepreneurship, Supply Chain","Dr. Isabella Rossi, Dr. Victor Nguyen",Dr. Rakesh Iyer,1996-06-08,29,,Indian,Bangalore,Yes
SSCD_766,Graduate,Domestic,Business,Fall,4,33,9,,"Alumni, In-State, General","Institutional Grant, In-State Grant",Entrepreneurship,Dr. Isabella Rossi,Dr. Vanessa Cole,1998-08-20,27,614-85-6439,American,Texas,Yes
SSCD_370,Undergraduate,Domestic,Arts,Fall,5,120,15,,"Veteran, In-State, General",Direct Subsidized Loan,"Digital Media, Cultural Studies",Dr. Yuna Sato,Jamie Kim,2004-10-01,21,805-48-7594,American,Texas,Yes
SSCD_884,Undergraduate,Domestic,Engineering,Fall,6,120,12,,General,,Robotics,Dr. Rohan Mehta,Taylor Johnson,2008-07-07,17,,American,Georgia,No
SSCD_694,Undergraduate,Domestic,Engineering,Fall,7,120,9,,"In-State, General",In-State Grant,Embedded Systems,Dr. Miguel Santos,Taylor Johnson,2004-10-12,21,208-65-6934,American,Texas,Yes
SSCD_395,Undergraduate,International,Business,Fall,4,120,12,No,"Alumni, General",Not Eligible,FinTech,Dr. Natalie Cooper,Chris Dawson,2008-12-26,17,,Indian,Hyderabad,Yes
SSCD_885,Graduate,Domestic,Arts,Spring,4,33,9,,"In-State, General",,Digital Media,Dr. Yuna Sato,Dr. Leila Haddad,2003-10-20,22,674-35-9928,American,Texas,Yes
SSCD_152,Undergraduate,International,Arts,Spring,5,120,12,No,General,Not Eligible,"Cultural Studies, Digital Media, Creative Writing","Dr. Yuna Sato, Dr. Marcus Thompson",Jamie Kim,2008-03-08,17,,Indian,Hyderabad,No
SSCD_295,Undergraduate,Domestic,Engineering,Fall,1,120,12,,"Alumni, Athlete, Merit, In-State, General","Pell Grant, In-State Grant",IoT Systems,Dr. Keira Johnson,Taylor Johnson,2005-08-11,20,709-82-5728,American,Texas,Yes
SSCD_446,Undergraduate,Domestic,General,Fall,3,120,9,,"Veteran, In-State, General","Institutional Grant, Direct Unsubsidized Loan, Work Study",Social Justice,,Quinn Harper,2004-07-12,21,509-96-9785,American,Texas,Yes
SSCD_296,Undergraduate,Domestic,Engineering,Fall,4,120,9,,"In-State, General",,"Biomedical Engineering, Robotics, Renewable Energy","Dr. Fatima Ali, Dr. Rohan Mehta, Dr. Hannah Fischer",Casey Alvarez,2006-07-02,19,779-23-3200,American,Texas,Yes
SSCD_858,Undergraduate,Domestic,Engineering,Fall,1,120,9,,"Merit, In-State, General","Work Study, State Grant, Direct Unsubsidized Loan, In-State Grant","Biomedical Engineering, Embedded Systems","Dr. Fatima Ali, Dr. Miguel Santos",Casey Alvarez,2005-08-27,20,617-72-5114,American,Texas,Yes
SSCD_918,Graduate,Domestic,Business,Fall,1,33,9,,"Alumni, In-State, General","Direct Subsidized Loan, Work Study, Pell Grant",FinTech,Dr. Natalie Cooper,Dr. Rakesh Iyer,2001-03-24,24,377-49-5118,American,Texas,Yes
SSCD_072,Undergraduate,International,Business,Fall,6,120,12,No,General,Not Eligible,FinTech,Dr. Natalie Cooper,Morgan Ellis,2008-10-16,17,,Indian,Kolkata,No
SSCD_065,Graduate,International,Data Science,Fall,1,36,9,No,General,Not Eligible,Big Data Analytics,Dr. Jacob Stein,Dr. Priyanka Shah,1998-08-19,27,107-73-8055,Indian,Hyderabad,Yes
SSCD_347,Graduate,International,Data Science,Spring,3,36,9,No,General,Not Eligible,MLOps,Dr. Grace Kim,Dr. Marcus Lin,1996-03-01,29,790-20-5458,Indian,Hyderabad,Yes
SSCD_415,Undergraduate,Domestic,Data Science,Fall,2,120,12,,General,,"Predictive Modeling, Statistical Learning, Financial Analytics","Dr. Aisha Rahman, Dr. Benjamin Ortiz, Dr. Omar Hassan",Samantha Reed,2006-05-30,19,968-25-8478,American,Arizona,Yes
SSCD_440,Undergraduate,Domestic,General,Fall,6,120,9,,General,,Community Development,,Riley Bennett,2004-03-16,21,741-40-5499,American,Illinois,Yes
SSCD_812,Undergraduate,Domestic,General,Spring,4,120,9,,"Athlete, In-State, General","Pell Grant, In-State Grant",Interdisciplinary Research,,Riley Bennett,2006-01-31,19,754-24-1409,American,Texas,Yes
SSCD_833,Undergraduate,Domestic,Engineering,Fall,6,120,9,,General,,"Renewable Energy, Biomedical Engineering","Dr. Hannah Fischer, Dr. Fatima Ali",Casey Alvarez,2005-02-28,20,405-59-7865,American,Ohio,Yes
SSCD_247,Graduate,Domestic,General,Fall,1,36,9,,"In-State, General",,Public Policy,Dr. Ava Greene,Dr. Samuel Price,1997-06-01,28,566-63-4185,American,Texas,Yes
SSCD_327,Graduate,Domestic,Arts,Fall,1,33,9,,General,,Film Studies,Dr. Leila Haddad,Dr. Leila Haddad,2003-02-15,22,490-86-8668,American,California,Yes
SSCD_646,Graduate,Domestic,Data Science,Fall,3,36,9,,"Veteran, Athlete, In-State, General",Work Study,Predictive Modeling,Dr. Aisha Rahman,Dr. Marcus Lin,1999-07-08,26,,American,Texas,No
SSCD_464,Undergraduate,Domestic,Data Science,Fall,1,120,9,,"In-State, General",,Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2007-07-11,18,,American,Texas,No
SSCD_195,Undergraduate,Domestic,Business,Fall,6,120,12,,"In-State, General",,"Corporate Strategy, Supply Chain, Entrepreneurship","Dr. Samuel Reed, Dr. Victor Nguyen, Dr. Isabella Rossi",Chris Dawson,2007-05-19,18,,American,Texas,No
SSCD_835,Undergraduate,Domestic,Business,Fall,2,120,12,,"Merit, Alumni, Athlete, In-State, General","Institutional Grant, In-State Grant","Entrepreneurship, Financial Risk","Dr. Isabella Rossi, Dr. Chloe Martin",Chris Dawson,2006-08-09,19,779-25-5920,American,Texas,Yes
SSCD_015,Undergraduate,Domestic,Data Science,Fall,3,120,9,,"Athlete, In-State, General",Pell Grant,"Predictive Modeling, Statistical Learning","Dr. Aisha Rahman, Dr. Benjamin Ortiz",Jordan Nguyen,2004-08-29,21,,American,Texas,Yes
SSCD_883,Graduate,Domestic,Engineering,Fall,1,36,9,,"In-State, General",,"Biomedical Engineering, IoT Systems, Embedded Systems","Dr. Fatima Ali, Dr. Keira Johnson, Dr. Miguel Santos",Dr. Helena Fischer,2001-06-02,24,265-66-8007,American,Texas,Yes
SSCD_369,Undergraduate,Domestic,General,Spring,8,120,6,,"In-State, General",In-State Grant,Social Justice,,Quinn Harper,2005-01-15,20,287-45-8579,American,Texas,Yes
SSCD_527,Undergraduate,International,General,Spring,8,120,12,No,General,Not Eligible,"Environmental Studies, Social Justice, Public Policy",Dr. Ava Greene,Riley Bennett,2007-09-16,18,,Indian,Delhi,No
SSCD_784,Undergraduate,Domestic,General,Fall,8,120,12,,"Veteran, Alumni, In-State, General","Institutional Grant, In-State Grant",Environmental Studies,,Riley Bennett,2004-06-23,21,513-25-5033,American,Texas,Yes
SSCD_602,Undergraduate,International,Data Science,Fall,3,120,12,No,General,Not Eligible,Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2007-10-16,18,,Indian,Hyderabad,No
SSCD_815,Undergraduate,Domestic,General,Spring,4,120,9,,General,,Environmental Studies,,Riley Bennett,2007-07-19,18,,American,Washington,No
SSCD_726,Undergraduate,Domestic,Data Science,Fall,7,120,9,,General,,Big Data Analytics,Dr. Jacob Stein,Samantha Reed,2004-02-05,21,966-16-2512,American,Florida,Yes
SSCD_603,Undergraduate,Domestic,Business,Fall,5,120,9,,"In-State, General",In-State Grant,Corporate Strategy,Dr. Samuel Reed,Morgan Ellis,2004-12-11,21,883-96-5415,American,Texas,Yes
SSCD_656,Graduate,International,Computer Science,Fall,4,33,6,Yes,General,Not Eligible,Machine Learning,Dr. Ethan Park,Dr. Daniel Cho,1997-01-08,29,,Indian,Hyderabad,Yes
SSCD_442,Graduate,International,Computer Science,Spring,4,33,6,Yes,General,Not Eligible,"Cloud Computing, Machine Learning","Dr. Liam Chen, Dr. Ethan Park",Dr. Daniel Cho,2003-12-15,22,,Indian,Hyderabad,Yes
SSCD_533,Graduate,International,Computer Science,Spring,1,33,9,No,General,Not Eligible,"Machine Learning, Human-Computer Interaction","Dr. Ethan Park, Dr. Priya Nandakumar",Dr. Nisha Verma,2000-06-01,25,,Indian,Hyderabad,Yes
SSCD_862,Graduate,Domestic,Data Science,Fall,3,36,9,,"Alumni, In-State, General","Institutional Grant, State Grant, Direct Unsubsidized Loan",Statistical Learning,Dr. Benjamin Ortiz,Dr. Marcus Lin,1997-12-01,28,540-26-1685,American,Texas,Yes
SSCD_414,Undergraduate,Domestic,Engineering,Fall,5,120,9,,"Veteran, Merit, Alumni, In-State, General","Direct Unsubsidized Loan, In-State Grant",Smart Infrastructure,Dr. Daniel Brooks,Casey Alvarez,2008-11-02,17,,American,Texas,No
SSCD_343,Undergraduate,International,Data Science,Spring,1,120,12,No,General,Not Eligible,"Statistical Learning, MLOps, Healthcare Analytics","Dr. Benjamin Ortiz, Dr. Grace Kim, Dr. Elena Petrova",Jordan Nguyen,2005-10-25,20,,Indian,Hyderabad,Yes
SSCD_432,Undergraduate,Domestic,General,Fall,3,120,9,,General,,"Social Justice, Community Development, Interdisciplinary Research",,Quinn Harper,2005-10-08,20,780-52-6143,American,Ohio,Yes
SSCD_398,Graduate,Domestic,General,Spring,4,36,9,,General,,"Community Development, Education Systems",,Dr. Ava Greene,2000-01-07,26,808-41-6016,American,Colorado,Yes
SSCD_759,Undergraduate,International,General,Fall,8,120,12,No,"Alumni, General",Not Eligible,"Social Justice, Interdisciplinary Research",,Riley Bennett,2006-07-27,19,153-26-7897,Indian,Hyderabad,Yes
SSCD_536,Graduate,Domestic,General,Spring,4,36,9,,"In-State, General",,"Public Policy, Interdisciplinary Research",Dr. Ava Greene,Dr. Samuel Price,2002-01-26,23,,American,Texas,No
SSCD_011,Graduate,International,Data Science,Spring,1,36,9,No,General,Not Eligible,"Big Data Analytics, Predictive Modeling, Statistical Learning","Dr. Jacob Stein, Dr. Aisha Rahman, Dr. Benjamin Ortiz",Dr. Marcus Lin,1997-05-14,28,991-93-3529,Mexican,Mexico City,Yes
SSCD_617,Undergraduate,Domestic,General,Fall,5,120,9,,"Merit, In-State, General","Institutional Grant, Direct Unsubsidized Loan",Public Policy,Dr. Ava Greene,Riley Bennett,2006-06-28,19,373-80-3146,American,Texas,Yes
SSCD_338,Undergraduate,Domestic,Data Science,Fall,6,120,12,,"Merit, In-State, General","Direct Subsidized Loan, Work Study, Institutional Grant",Predictive Modeling,Dr. Aisha Rahman,Samantha Reed,2004-09-05,21,372-28-2169,American,Texas,Yes
SSCD_087,Undergraduate,Domestic,Engineering,Fall,8,120,12,,"Alumni, Athlete, In-State, General","Direct Unsubsidized Loan, Institutional Grant, State Grant","Robotics, Embedded Systems, Smart Infrastructure","Dr. Rohan Mehta, Dr. Miguel Santos, Dr. Daniel Brooks",Casey Alvarez,2005-05-12,20,125-15-5011,American,Texas,Yes
SSCD_888,Undergraduate,Domestic,Data Science,Fall,4,120,12,,"Alumni, In-State, General",Pell Grant,Statistical Learning,Dr. Benjamin Ortiz,Samantha Reed,2007-06-03,18,,American,Texas,No
SSCD_570,Graduate,International,Computer Science,Fall,1,33,9,No,"Athlete, General",Not Eligible,Machine Learning,Dr. Ethan Park,Dr. Daniel Cho,2000-11-20,25,,Indian,Hyderabad,Yes
SSCD_161,Undergraduate,International,Business,Fall,3,120,12,No,"Merit, General",Not Eligible,Entrepreneurship,Dr. Isabella Rossi,Chris Dawson,2008-01-07,17,,Indian,Hyderabad,No
SSCD_827,Undergraduate,Domestic,General,Fall,5,120,9,,"In-State, General",,Community Development,,Riley Bennett,2006-12-20,19,618-92-6590,American,Texas,Yes
SSCD_700,Graduate,Domestic,Arts,Fall,4,33,9,,General,,Creative Writing,Dr. Marcus Thompson,Dr. Leila Haddad,1998-07-18,27,898-81-7658,American,California,Yes
SSCD_173,Undergraduate,Domestic,Data Science,Spring,2,120,9,,General,,Predictive Modeling,Dr. Aisha Rahman,Jordan Nguyen,2005-11-14,20,425-70-7246,American,Florida,Yes
SSCD_853,Undergraduate,International,Business,Fall,4,120,12,No,"Athlete, General",Not Eligible,"Supply Chain, Financial Risk","Dr. Victor Nguyen, Dr. Chloe Martin",Chris Dawson,2008-05-02,17,,Indian,Delhi,No
SSCD_058,Undergraduate,Domestic,Engineering,Fall,1,120,12,,General,,Renewable Energy,Dr. Hannah Fischer,Taylor Johnson,2007-02-19,18,,American,Ohio,No
SSCD_871,Undergraduate,Domestic,Arts,Fall,3,120,9,,General,,"Art Therapy, Cultural Studies, Digital Media",Dr. Yuna Sato,Avery Thompson,2004-06-15,21,411-46-4443,American,New York,Yes
SSCD_308,Graduate,International,Computer Science,Fall,4,33,6,Yes,"Alumni, Athlete, General",Not Eligible,Cloud Computing,Dr. Liam Chen,Dr. Nisha Verma,1999-11-21,26,,Indian,Hyderabad,No
SSCD_907,Graduate,International,Computer Science,Fall,1,33,9,No,"Alumni, General",Not Eligible,Machine Learning,Dr. Ethan Park,Dr. Daniel Cho,1997-06-06,28,,Indian,Mumbai,Yes
SSCD_418,Undergraduate,Domestic,Engineering,Fall,2,120,12,,General,,Renewable Energy,Dr. Hannah Fischer,Taylor Johnson,2004-07-28,21,352-81-9830,American,Illinois,Yes
SSCD_813,Graduate,Domestic,Data Science,Fall,2,36,9,,"Alumni, In-State, General",Pell Grant,Healthcare Analytics,Dr. Elena Petrova,Dr. Priyanka Shah,2000-08-24,25,,American,Texas,No
SSCD_560,Undergraduate,Domestic,Arts,Fall,2,120,12,,"In-State, General",In-State Grant,Visual Design,,Jamie Kim,2005-08-21,20,460-99-8434,American,Texas,Yes
SSCD_724,Undergraduate,International,Engineering,Fall,5,120,15,No,General,Not Eligible,"Renewable Energy, Biomedical Engineering","Dr. Hannah Fischer, Dr. Fatima Ali",Casey Alvarez,2006-01-26,19,562-74-4629,Indian,Mumbai,Yes
SSCD_793,Graduate,International,Computer Science,Spring,3,33,9,No,General,Not Eligible,Artificial Intelligence,Dr. Maya Iyer,Dr. Daniel Cho,2003-02-23,22,200-91-2646,Chinese,Shenzhen,Yes
SSCD_368,Graduate,Domestic,Data Science,Fall,4,36,9,,"In-State, General",Pell Grant,Statistical Learning,Dr. Benjamin Ortiz,Dr. Priyanka Shah,2003-11-08,22,561-66-5871,American,Texas,Yes
SSCD_107,Graduate,International,Computer Science,Fall,1,33,9,No,General,Not Eligible,"Blockchain, Cybersecurity, Cloud Computing","Dr. Noah Williams, Dr. Sofia Alvarez, Dr. Liam Chen",Dr. Daniel Cho,1998-05-31,27,115-28-7717,Indian,Bangalore,Yes
SSCD_250,Graduate,Domestic,Business,Fall,3,33,9,,General,,"Corporate Strategy, Supply Chain, Financial Risk","Dr. Samuel Reed, Dr. Victor Nguyen, Dr. Chloe Martin",Dr. Vanessa Cole,1997-01-09,28,878-78-3060,American,California,Yes
SSCD_856,Graduate,Domestic,Engineering,Spring,4,36,9,,"In-State, General",,"Renewable Energy, Embedded Systems, Robotics","Dr. Hannah Fischer, Dr. Miguel Santos, Dr. Rohan Mehta",Dr. Helena Fischer,1999-03-03,26,316-79-4295,American,Texas,Yes
SSCD_172,Graduate,International,Computer Science,Fall,3,33,9,No,General,Not Eligible,"Cybersecurity, Machine Learning","Dr. Sofia Alvarez, Dr. Ethan Park",Dr. Daniel Cho,1998-09-24,27,,Vietnamese,Hanoi,Yes
SSCD_234,Undergraduate,Domestic,Business,Fall,3,120,9,,"In-State, General",,Financial Risk,Dr. Chloe Martin,Chris Dawson,2008-01-18,17,,American,Texas,Yes
SSCD_904,Graduate,International,Data Science,Spring,1,36,9,No,General,Not Eligible,Predictive Modeling,Dr. Aisha Rahman,Dr. Priyanka Shah,2002-08-19,23,765-20-6383,Indian,Pune,Yes
SSCD_597,Graduate,Domestic,Data Science,Spring,1,36,9,,General,,"Financial Analytics, Healthcare Analytics, Statistical Learning","Dr. Omar Hassan, Dr. Elena Petrova, Dr. Benjamin Ortiz",Dr. Marcus Lin,1997-01-01,29,,American,Illinois,No
SSCD_899,Undergraduate,Domestic,Engineering,Spring,4,120,9,,"In-State, General",,Smart Infrastructure,Dr. Daniel Brooks,Casey Alvarez,2005-06-11,20,328-27-2679,American,Texas,Yes
SSCD_475,Undergraduate,Domestic,Engineering,Fall,6,120,12,,General,,Robotics,Dr. Rohan Mehta,Taylor Johnson,2004-01-15,21,998-43-3925,American,California,Yes
SSCD_578,Graduate,International,Computer Science,Fall,1,33,9,No,"Athlete, General",Not Eligible,"Cloud Computing, Blockchain","Dr. Liam Chen, Dr. Noah Williams",Dr. Nisha Verma,2002-12-21,23,872-38-7511,Indian,Mumbai,Yes
SSCD_016,Undergraduate,Domestic,General,Fall,7,120,9,,"Athlete, In-State, General","Work Study, Direct Subsidized Loan, In-State Grant","Community Development, Public Policy",Dr. Ava Greene,Quinn Harper,2005-04-06,20,782-23-6794,American,Texas,Yes
SSCD_129,Undergraduate,Domestic,Engineering,Spring,5,120,9,,"Alumni, In-State, General","Work Study, Direct Subsidized Loan, In-State Grant",IoT Systems,Dr. Keira Johnson,Taylor Johnson,2007-11-18,18,,American,Texas,No
SSCD_615,Graduate,International,Computer Science,Spring,4,33,6,Yes,General,Not Eligible,Blockchain,Dr. Noah Williams,Dr. Nisha Verma,2002-02-04,23,279-26-7229,Indian,Hyderabad,Yes
SSCD_838,Undergraduate,Domestic,General,Fall,8,120,6,,"In-State, General",In-State Grant,Interdisciplinary Research,,Quinn Harper,2005-12-29,20,409-11-9751,American,Texas,Yes
SSCD_110,Graduate,International,Data Science,Fall,1,36,9,No,General,Not Eligible,Predictive Modeling,Dr. Aisha Rahman,Dr. Priyanka Shah,2003-08-23,22,560-83-4084,Nepalese,Pokhara,Yes
SSCD_219,Graduate,International,Computer Science,Fall,1,33,9,No,"Athlete, General",Not Eligible,Cloud Computing,Dr. Liam Chen,Dr. Nisha Verma,1996-06-02,29,993-79-1588,Chinese,Shenzhen,Yes
